Key Controls,,,,,Valuation Controls (Mock Inputs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economic legs captured in Trace,9,,,,Analysis / Review Date,46092,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique transaction hashes captured,5,,,,USD/AUD FX at review,1.58,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loan liquidation burn legs,2,,,,USD/AUD FX at stake start,1.54,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loan liquidation refund legs,2,,,,HDRN price USD at sample start,0.0000285,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total HDRN burned in sample bids,77100000000,,,,HDRN price USD at review,0.00004,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total HDRN refunded by mint,76100000000,,,,ICSA price USD at sample start,0.75,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total HDRN transferred into Icosa on stake start,26070534.4,,,,ICSA price USD at review,0.9,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total HDRN transferred from Icosa on stake exits,134247755.6,,,,HEX price USD for buy examples,0.02,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ICSA minted on sample exits,9404.11244,,,,HEX price USD at review,0.03,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,USDT price USD,1,Mock input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methodology notes (court-ready wording),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- Decompose multi-effect smart contract transactions into one row per economic leg where a single row cannot accurately represent source, destination, and asset logic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- For burn rows, describe the null address as a protocol sink only. For mint rows, describe it as protocol issuance origin only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- In live matters, replace all mock pre/post balances with balance snapshots taken immediately before and after the relevant block height.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- Keep activity descriptions short, factual, and protocol-specific. Avoid speculation about beneficial ownership unless separately evidenced.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick references,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedron contract page,https://etherscan.io/token/0x3819f64f282bf135d62168c1e513280daf905e06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosa contract page,https://etherscan.io/address/0xfc4913214444af5c715cc9f7b52655e788a569ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample liquidation bid tx A,https://etherscan.io/tx/0xccefa0c1e2432164d6b88ee40a07e34765b35c82cdacc10d8bb7a5a518e2126a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample liquidation bid tx B,https://etherscan.io/tx/0x8a7c035ad1d9b698be4d6c059cbf0cb53ff4d7cc81d5df49a76120b9d94f3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample hdrnStakeStart tx,https://etherscan.io/tx/0x6d1a766b5c94a6902865fb315b72ba3bf0cd24a41e4ac75046f4dfe29b58ee66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Activity Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mock series for template development. Buys and sells are separated by direction, summed in USD and AUD, and remaining holdings are marked to review-date value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Ref,Trade Date,Direction,Pair,Input Asset,Input Qty,Output Asset,Output Qty,USD Value,USD/AUD FX,AUD Value,Series ID,Status,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRD.001,46006,BUY,USDT/HEX,USDT,10000,HEX,500000,10000,1.53,15300,HEX_SERIES_01,Closed,Mock buy 1 of 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRD.002,46025,BUY,USDT/HEX,USDT,10000,HEX,476190.4762,10000,1.54,15400,HEX_SERIES_01,Closed,Mock buy 2 of 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRD.003,46050,BUY,USDT/HEX,USDT,10000,HEX,454545.4545,10000,1.55,15500,HEX_SERIES_01,Partially realised,Mock buy 3 of 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRD.004,46073,SELL,HEX/USDT,HEX,400000,USDT,17000,17000,1.56,26520,HEX_SERIES_01,Closed,Mock sell 1 of 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRD.005,46081,SELL,HEX/USDT,HEX,420000,USDT,18000,18000,1.57,28260,HEX_SERIES_01,Closed,Mock sell 2 of 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Buy USD,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Sell USD,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realised Trading P/L USD,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Buy AUD,46200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Sell AUD,54780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realised Trading P/L AUD,8580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net HEX Units Held,610735.9307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review Value of Remaining HEX (USD),18322.07792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review Value of Remaining HEX (AUD),28948.88312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series Duration (days),75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking / Investment Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ended positions show realised or exit-based value. Ongoing positions show review-date mark to market. Where terminal yield cannot be known, the worksheet flags the estimate as principal-only or unknown.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stake Ref,Position Type,Asset / Protocol,Start Date,End / Review Date,Status,Principal Tokens,Principal USD at Start,Principal AUD at Start,Return Asset Detail,Value USD at Exit / Review,Value AUD at Exit / Review,P/L USD,P/L AUD,Duration Days,Valuation Basis / Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK.001,HDRN Stake,HDRN via Icosa,46073,46092,Ongoing,26070534.4,743.0102304,1144.235755,Principal-only estimate; yield unknown,1042.821376,1647.657774,299.8111456,503.4220193,19,Ongoing sample based on hdrnStakeStart example.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK.002,ICSA Stake,ICSA / HDRN via Icosa,46037,46064,Ended,9000,6750,10395,"9,404.112192469 ICSA + 124,744,439.336648576 HDRN",13453.47855,21256.4961,6703.478547,10861.4961,27,Ended sample combines returned ICSA and HDRN payout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK.003,HDRN Stake,HDRN via Icosa,46054,46073,Ended,10000000,285,438.9,"9,503,316.295936916 HDRN + 0.000247601 ICSA",380.1328747,600.609942,95.13287468,161.709942,19,Ended sample combines returned HDRN and small ICSA reward mint.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ended stake value USD,13833.61142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ongoing stake value USD,1042.821376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregate stake P/L USD,7098.422567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ended stake value AUD,21857.10605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ongoing stake value AUD,1647.657774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregate stake P/L AUD,11526.62807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formulas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section,Cell / Range,Purpose,Formula Used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Controls,B2,Count economic legs in Trace,'=COUNTA(Trace!A5:A200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Controls,B3,Count unique tx hashes via Staking Ledger,'=COUNTA(''Staking Ledger''!B2:B6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Controls,B6,Sum HDRN burned in liquidation bids,"'=SUMIFS(Trace!H5:H200,Trace!C5:C200,""Loan Liquidation Bid - Burn Leg"",Trace!I5:I200,""HDRN"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Controls,B7,Sum HDRN refunded by mint,"'=SUMIFS(Trace!H5:H200,Trace!C5:C200,""Loan Liquidation Bid - Refund Leg"",Trace!I5:I200,""HDRN"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Detail,I30:I34,USD value per trade,"'=IF(C30=""BUY"",F30*$G$11,H30*$G$11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Detail,K30:K34,AUD value per trade,'=I30*J30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Summary,B38,Total buy USD,"'=SUMIF(C30:C34,""BUY"",I30:I34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Summary,B39,Total sell USD,"'=SUMIF(C30:C34,""SELL"",I30:I34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Summary,B40,Realised trading P/L USD,'=B39-B38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Summary,B44,Net HEX units held,"'=SUMIF(C30:C34,""BUY"",H30:H34)-SUMIF(C30:C34,""SELL"",F30:F34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Summary,B45,Review value of remaining HEX in USD,'=B44*$G$10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trading Summary,B47,Series duration in days,'=MAX(B30:B34)-MIN(B30:B34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Detail,H52:H54,Principal USD at start,'=G row * start-price control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Detail,K52,Ongoing stake review value USD,'=G52*$G$6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Detail,K53,Ended ICSA stake exit value USD,'=9404.112192469*$G$8 + 124744439.336648576*$G$6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Detail,K54,Ended HDRN stake exit value USD,'=9503316.295936916*$G$6 + 0.000247601*$G$8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Detail,M52:M54,USD P/L per stake,'=K row - H row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Summary,B57,Ended stake value USD,'=K53+K54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staking Summary,B59,Aggregate stake P/L USD,'=SUM(M52:M54),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAKING LEDGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ref,Txn Hash,Protocol Contract,Protocol Bucket,Method / Stake Event,Position ID / Liquidation ID,Principal / Bid Amount,Lock Terms / Bid Terms,Evidence Doc ID,Source URL,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX.001-EX.002,0xccefa0c1...18e2126a,0x3819f64f28...AF905e06,Hedron / HSI Loan Liquidation,loanLiquidateBid,stakeId 680411 / liquidationId 5814,"38,100,000,000 HDRN bid",24-hour auction window; bid replaces prior leader,DOC.WEB.1001,https://etherscan.io/tx/0xccefa0c1e2432164d6b88ee40a07e34765b35c82cdacc10d8bb7a5a518e2126a,Sample Bidder A becomes highest bidder; previous bidder refunded by mint.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX.003-EX.004,0x8a7c035a...d94f3602,0x3819f64f28...AF905e06,Hedron / HSI Loan Liquidation,loanLiquidateBid,stakeId 680411 / liquidationId 5814,"39,000,000,000 HDRN bid","Same liquidation sequence, later bid",DOC.WEB.1002,https://etherscan.io/tx/0x8a7c035ad1d9b698be4d6c059cbf0cb53ff4d7cc81d5df49a76120b9d94f3602,Sample Bidder B outbids Sample Bidder A; Sample Bidder A refunded by mint.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX.005,0x6d1a766b...9b58ee66,0xfc49132144...88A569ed,Icosa / HDRN Staking,hdrnStakeStart,Address-mapped HDRN stake,"26,070,534.400069513 HDRN",Decoded event indicates 30-day minimum stake length,DOC.WEB.1003,https://etherscan.io/tx/0x6d1a766b5c94a6902865fb315b72ba3bf0cd24a41e4ac75046f4dfe29b58ee66,HDRN principal transferred into Icosa contract.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX.006-EX.007,0xa02fef6f...076cc430,0xfc49132144...88A569ed,Icosa / ICSA Staking,icsaStakeEnd,Address-mapped ICSA stake,"9,404.112192469 ICSA minted; 124,744,439.336648576 HDRN paid",Exit leg decomposed into mint and contract payout rows,DOC.WEB.1004,https://etherscan.io/tx/0xa02fef6fbe7d79a04749463dd544b738faefcd9428adf8be8795ff60076cc430,Use two trace rows to avoid blending the ICSA mint leg with the HDRN transfer leg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX.008-EX.009,0x77289ef2...763dab71,0xfc49132144...88A569ed,Icosa / HDRN Staking,hdrnStakeEnd,Address-mapped HDRN stake,"0.000247601 ICSA minted; 9,503,316.295936916 HDRN returned",Exit leg decomposed into mint and contract return rows,DOC.WEB.1005,https://etherscan.io/tx/0x77289ef280998ec14327d86b104c27b4f383f6289ae90a7d6c78296d763dab71,Use separate trace rows for the ICSA reward mint and the HDRN contract return.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protocol documentation checklist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- Capture decoded input data, emitted event logs, and any explorer-labelled counterparties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- For burns, record the null address as a protocol sink only and do not describe it as a beneficiary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- For mints, record the null address as protocol issuance origin only and verify the recipient balance increase.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Replace all mock balance snapshots with block-specific exports or screenshots before filing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxonomy Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Event Type,Protocol Bucket,Method / Trigger,Economic Character,Trace Row Construction,Counterparty Display,Mandatory Balance Checks,Expected Evidence,Example Txn Hash,Source URL,Court-ready wording,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,Loan Liquidation Bid - Burn Leg,Hedron / HSI Loan Liquidation,loanLiquidateBid,Bid amount destroyed to take lead position,One row for bidder -> null burn of HDRN,Null address / burn sink,Check bidder HDRN balance pre/post; do not treat null address as beneficial owner,"Decoded input, Transfer log, LoanLiquidateBid event",0xccefa0c1...18e2126a,https://etherscan.io/tx/0xccefa0c1e2432164d6b88ee40a07e34765b35c82cdacc10d8bb7a5a518e2126a,Caller burned HDRN to place a higher bid in an active Hedron liquidation auction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02,Loan Liquidation Bid - Refund Leg,Hedron / HSI Loan Liquidation,loanLiquidateBid,Prior highest bid refunded by protocol mint,Separate row for null -> prior bidder mint,Prior bidder wallet,"Check refunded wallet HDRN balance pre/post; source is protocol issuance, not beneficial transfer",Transfer log plus same transaction event context,0x8a7c035a...d94f3602,https://etherscan.io/tx/0x8a7c035ad1d9b698be4d6c059cbf0cb53ff4d7cc81d5df49a76120b9d94f3602,Protocol minted the previous highest bid back to the former highest bidder after an outbid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T03,HDRN Stake Start - Principal Transfer,Icosa / HDRN Staking,hdrnStakeStart,Principal transferred into staking contract,Single row for staker -> Icosa contract transfer,Icosa contract,Check staker HDRN decrease and contract HDRN increase,"Decoded input, HDRN transfer log, HDRNStakeStart event",0x6d1a766b...9b58ee66,https://etherscan.io/tx/0x6d1a766b5c94a6902865fb315b72ba3bf0cd24a41e4ac75046f4dfe29b58ee66,Caller transferred HDRN to the Icosa contract to open a HDRN staking position.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T04,ICSA Stake End - ICSA Mint Leg,Icosa / ICSA Staking,icsaStakeEnd,ICSA returned by mint on stake exit,Separate row for null -> staker mint of ICSA,Staker wallet,Check staker ICSA pre/post; source is protocol issuance,"Decoded input, ICSA transfer log, ICSAStakeEnd event",0xa02fef6f...076cc430,https://etherscan.io/tx/0xa02fef6fbe7d79a04749463dd544b738faefcd9428adf8be8795ff60076cc430,Protocol minted ICSA back to the staker upon ending the ICSA stake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T05,ICSA Stake End - HDRN Payout Leg,Icosa / ICSA Staking,icsaStakeEnd,HDRN payout transferred from contract on stake exit,Separate row for Icosa contract -> staker HDRN transfer,Icosa contract,Check contract HDRN decrease and staker HDRN increase,Transfer log and icsaStakeEnd method,0xa02fef6f...076cc430,https://etherscan.io/tx/0xa02fef6fbe7d79a04749463dd544b738faefcd9428adf8be8795ff60076cc430,Icosa contract transferred HDRN to the staker as part of the ICSA stake exit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T06,HDRN Stake End - ICSA Reward Mint Leg,Icosa / HDRN Staking,hdrnStakeEnd,ICSA staking payout minted on exit,Separate row for null -> staker mint of ICSA,Staker wallet,Check staker ICSA pre/post; source is protocol issuance,Transfer log and HDRNStakeEnd event,0x77289ef2...763dab71,https://etherscan.io/tx/0x77289ef280998ec14327d86b104c27b4f383f6289ae90a7d6c78296d763dab71,Protocol minted ICSA to the staker when the HDRN stake was ended.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T07,HDRN Stake End - HDRN Return Leg,Icosa / HDRN Staking,hdrnStakeEnd,HDRN principal returned from contract on exit,Separate row for Icosa contract -> staker HDRN transfer,Icosa contract,Check contract HDRN decrease and staker HDRN increase,Transfer log and hdrnStakeEnd method,0x77289ef2...763dab71,https://etherscan.io/tx/0x77289ef280998ec14327d86b104c27b4f383f6289ae90a7d6c78296d763dab71,Icosa contract returned HDRN to the staker on HDRN stake exit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T08,HSI Loan Start - HDRN Mint,Hedron / HSI Loan,loanInstanced,HDRN advanced against HSI collateral,Row for null -> borrower mint of HDRN,Borrower wallet,Check borrower HDRN increase and HSI loan status,"Decoded input, LoanStart event, HSI mapping evidence",,https://etherscan.io/token/0x3819f64f282bf135d62168c1e513280daf905e06,Protocol minted HDRN to the borrower as an advance against an HSI-backed position.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T09,HSI Loan Payment / Payoff - Burn,Hedron / HSI Loan,loanPayment or loanPayoff,HDRN destroyed to service or retire HSI advance,Row for borrower -> null burn of HDRN,Null address / burn sink,Check borrower HDRN decrease and HSI loan status update,"Decoded input, LoanPayment or LoanEnd event",,https://etherscan.io/token/0x3819f64f282bf135d62168c1e513280daf905e06,Borrower burned HDRN to service or retire an HSI-backed advance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T10,HSI Tokenization,Hedron / HSI Control,hexStakeTokenize,Control of HSI wrapped into ERC721 token,"Row should describe control change, not cash movement",HSI NFT / holder wallet,Check HSI owner mapping and new tokenId,"Decoded input, HSITokenize event",,https://etherscan.io/token/0x3819f64f282bf135d62168c1e513280daf905e06,Existing HSI control was converted into an ERC721 representation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
